Gruppe Beskrivelse,Gruppe,Uddannelseskategori,Personer,År Tab35_36,Inddeling,Bydel,Herkomst,Køn
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,262,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,78,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,43,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,105,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,128,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,12,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,12,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,122,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,90,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,12,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,5,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,4,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,1,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,2,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,6,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,5,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,3,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,7,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,5,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,5,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,294,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,350,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,53,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,35,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,5,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,5,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,510,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,466,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,27,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,26,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,144,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,265,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,11,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,22,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,129,2014,Bydele,Amager Øst,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,53,2014,Bydele,Amager Øst,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,63,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,65,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,16,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,14,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,71,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,52,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,14,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,11,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,28,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,30,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,2,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,15,2014,Bydele,Amager Øst,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,17,2014,Bydele,Amager Øst,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,2,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,1,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,1,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Amager Øst,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,2,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,1,2014,Bydele,Amager Øst,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,331,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,314,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,27,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,23,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,123,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,110,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,326,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,335,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,42,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,80,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,18,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,11,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,3,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,59,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,64,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,5,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,6,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,104,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,100,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,7,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,18,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,8,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,3,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,463,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,421,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,1047,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,1595,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,326,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,194,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,232,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,178,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,45,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,50,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,14,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,40,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,246,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,250,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,4,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,2,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,366,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,522,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,51,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,55,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,20,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,14,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,5,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,11,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,32,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,23,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,8,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,13,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,31,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,37,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,7,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,7,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,99,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,64,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,57,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,89,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,37,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,25,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,14,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,15,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,2,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,11,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,1,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,9,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,10,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,18,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,1,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,361,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,272,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,378,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,342,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,128,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,48,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,494,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,335,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,122,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,110,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,233,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,438,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,471,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,610,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,404,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,482,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,510,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,577,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,30,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,38,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,9,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,4,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,43,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,41,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,21,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,49,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,33,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,38,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,48,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,82,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,110,2014,Bydele,Amager Vest,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,106,2014,Bydele,Amager Vest,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,46,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,24,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,15,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,16,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,10,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,8,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,19,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,18,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,6,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,9,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,12,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,18,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,21,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,16,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,15,2014,Bydele,Amager Vest,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,20,2014,Bydele,Amager Vest,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,572,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,330,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,345,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,211,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,123,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,57,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,1044,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,754,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,323,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,229,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,715,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,1008,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,317,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,263,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,1588,2014,Bydele,Amager Vest,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,1656,2014,Bydele,Amager Vest,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,849,2014,Bydele,Amager Vest,Indvandrere,Mænd
