Gruppe Beskrivelse,Gruppe,Uddannelseskategori,Personer,År Tab35_36,Inddeling,Bydel,Herkomst,Køn
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,24,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,36,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,14,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,14,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,11,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,33,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,6,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,8,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,20,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,42,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,1157,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,885,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,270,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,241,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,75,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,54,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1531,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1282,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,215,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,215,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,611,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,1044,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,111,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,115,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,735,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,786,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,576,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,554,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,137,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,104,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,2,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,1,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,290,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,292,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,84,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,62,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,119,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,121,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,13,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,11,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,111,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,80,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,14,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,12,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,1,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,4,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,1,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,8,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,11,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,4,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,3,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,1,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,9,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,6,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,7,2014,Bydele,Valby,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,286,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,351,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,62,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,28,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,8,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,458,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,418,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,30,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,37,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,146,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,287,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,16,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,24,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,161,2014,Bydele,Valby,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,95,2014,Bydele,Valby,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,90,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,87,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,19,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,19,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,78,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,54,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,15,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,9,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,17,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,28,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,1,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,2,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,25,2014,Bydele,Valby,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,14,2014,Bydele,Valby,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,2,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,1,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,2,2014,Bydele,Valby,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,300,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,276,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,10,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,15,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Erhvervsgymnasial,1,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,43,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,49,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,304,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,252,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,55,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,81,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,9,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,7,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,5,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,27,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,24,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,1,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,3,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,30,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,38,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,10,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,4,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,315,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,264,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,573,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,860,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,206,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,125,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,208,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,143,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,29,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,38,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,13,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,33,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,70,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,138,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,1,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,4,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,123,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,169,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,18,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,21,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,7,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,6,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,6,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,7,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,6,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,13,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,4,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,4,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,4,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,14,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,2,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,1,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,45,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,19,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,23,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,30,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,16,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,7,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,9,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,4,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,4,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,3,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,3,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,9,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,1,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,229,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,151,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,247,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,186,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,66,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,39,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,380,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,267,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,75,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,78,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,179,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,343,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,183,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,257,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,217,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,235,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,240,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,277,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,11,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,11,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,3,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,2,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,16,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,19,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,15,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,9,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,17,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,34,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,16,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,20,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,47,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,34,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,23,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Grundskole mv.,7,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,5,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Almen gymnasial,6,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsgymnasial,1,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,8,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Erhvervsfaglig,10,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,2,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Kort videregående,4,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,5,2014,Bydele,Vanløse,Efterkommere,Mænd
