Antal boliger,Boligtype,EJERFORHOLD,SAMAREAL,Hierarchy,Bydel,År Tab 14-19
8,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Indre By,2016
3,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Østerbro,2016
10,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Nørrebro,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Vesterbro/Kongens Enghave,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Valby,2016
7,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Vanløse,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Brønshøj-Husum,2016
3,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Bispebjerg,2016
31,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Amager Øst,2016
297,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,60 - 79 m2,Bydele,Amager Vest,2016
12,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Indre By,2016
11,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Østerbro,2016
10,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Nørrebro,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Vesterbro/Kongens Enghave,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Valby,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Vanløse,2016
2,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Brønshøj-Husum,2016
3,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Bispebjerg,2016
9,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Amager Øst,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,80 - 99 m2,Bydele,Amager Vest,2016
2420,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Indre By,2016
2307,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Østerbro,2016
1523,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Nørrebro,2016
1456,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Vesterbro/Kongens Enghave,2016
1044,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Valby,2016
522,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Vanløse,2016
332,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Brønshøj-Husum,2016
826,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Bispebjerg,2016
838,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Amager Øst,2016
1743,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,80 - 99 m2,Bydele,Amager Vest,2016
8,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Indre By,2016
3,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Østerbro,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Nørrebro,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Vesterbro/Kongens Enghave,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Vanløse,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Brønshøj-Husum,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Amager Øst,2016
11,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,80 - 99 m2,Bydele,Amager Vest,2016
21,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Indre By,2016
9,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Østerbro,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Nørrebro,2016
6,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Vesterbro/Kongens Enghave,2016
3,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Valby,2016
7,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Vanløse,2016
2,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Brønshøj-Husum,2016
6,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Bispebjerg,2016
4,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Amager Øst,2016
5,Blandet erhverv og beboelse med eget køkken,Privat udlejning,100 - 119 m2,Bydele,Amager Vest,2016
1491,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Indre By,2016
1226,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Østerbro,2016
561,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Nørrebro,2016
737,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Vesterbro/Kongens Enghave,2016
327,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Valby,2016
235,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Vanløse,2016
105,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Brønshøj-Husum,2016
304,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Bispebjerg,2016
592,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Amager Øst,2016
941,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,100 - 119 m2,Bydele,Amager Vest,2016
4,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,100 - 119 m2,Bydele,Indre By,2016
4,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,100 - 119 m2,Bydele,Østerbro,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,100 - 119 m2,Bydele,Valby,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,100 - 119 m2,Bydele,Vanløse,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,100 - 119 m2,Bydele,Amager Vest,2016
148,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Indre By,2016
57,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Østerbro,2016
13,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Nørrebro,2016
36,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Vesterbro/Kongens Enghave,2016
15,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Valby,2016
21,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Vanløse,2016
16,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Brønshøj-Husum,2016
7,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Bispebjerg,2016
2,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Amager Øst,2016
12,Blandet erhverv og beboelse med eget køkken,Privat udlejning,120 m2 og derover,Bydele,Amager Vest,2016
3140,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Indre By,2016
1493,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Østerbro,2016
670,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Nørrebro,2016
613,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Vesterbro/Kongens Enghave,2016
239,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Valby,2016
282,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Vanløse,2016
134,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Brønshøj-Husum,2016
164,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Bispebjerg,2016
317,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Amager Øst,2016
611,Egentlig beboelseslejlighed (med eget køkken),Privat udlejning,120 m2 og derover,Bydele,Amager Vest,2016
13,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Indre By,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Østerbro,2016
6,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Nørrebro,2016
11,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Vesterbro/Kongens Enghave,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Valby,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Bispebjerg,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Privat udlejning,120 m2 og derover,Bydele,Amager Vest,2016
3,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Indre By,2016
1,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Østerbro,2016
2,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Nørrebro,2016
2,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Vesterbro/Kongens Enghave,2016
1,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Vanløse,2016
6,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Bispebjerg,2016
1,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Amager Øst,2016
4,Fællesbolig eller fælleshusholdning,Privat udlejning,120 m2 og derover,Bydele,Amager Vest,2016
77,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Indre By,2016
135,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Østerbro,2016
378,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Nørrebro,2016
169,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Vesterbro/Kongens Enghave,2016
117,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Valby,2016
37,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Vanløse,2016
314,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Brønshøj-Husum,2016
86,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Bispebjerg,2016
144,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Amager Øst,2016
427,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,Under 40 m2,Bydele,Amager Vest,2016
86,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Indre By,2016
61,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Østerbro,2016
196,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Nørrebro,2016
118,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Vesterbro/Kongens Enghave,2016
24,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Valby,2016
85,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Vanløse,2016
18,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Brønshøj-Husum,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Bispebjerg,2016
27,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Amager Øst,2016
618,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,Under 40 m2,Bydele,Amager Vest,2016
2,Blandet erhverv og beboelse med eget køkken,Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Vesterbro/Kongens Enghave,2016
1,Blandet erhverv og beboelse med eget køkken,Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Valby,2016
127,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Indre By,2016
1141,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Østerbro,2016
1519,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Nørrebro,2016
1565,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Vesterbro/Kongens Enghave,2016
1306,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Valby,2016
710,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Vanløse,2016
1507,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Brønshøj-Husum,2016
3103,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Bispebjerg,2016
900,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Amager Øst,2016
1429,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Amager Vest,2016
2,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Østerbro,2016
32,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Nørrebro,2016
46,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Vesterbro/Kongens Enghave,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Vanløse,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Brønshøj-Husum,2016
3,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Bispebjerg,2016
1,"Enkeltværelse (Boligenhed med fast kogeinstallation, fælles køkken eller intet køkken)",Almennyttigt boligbyggeri,40 - 59 m2,Bydele,Amager Vest,2016
1,Blandet erhverv og beboelse med eget køkken,Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Vesterbro/Kongens Enghave,2016
426,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Indre By,2016
1907,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Østerbro,2016
2842,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Nørrebro,2016
3109,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Vesterbro/Kongens Enghave,2016
2640,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Valby,2016
916,Egentlig beboelseslejlighed (med eget køkken),Almennyttigt boligbyggeri,60 - 79 m2,Bydele,Vanløse,2016
